cat,date,year,season,sex,age,age.2,toxo titer,toxo320,toxo160,fiv,felv,type,colony,catsincolony,latitude,longitude
MO-508,7/14/08,2008,dry,f,< 6 months,juvenile,<40,0,0,0,0,managed,147,4,36.69113333,-121.5703917
08-0332,3/7/08,2008,wet,m,> 12 months,adult,40,0,0,0,0,managed,147,4,36.69113333,-121.5703917
MO-123,6/18/06,2006,dry,f,6-12 months,juvenile,40,0,0,0,0,managed,148,1,36.676875,-121.6678278
MO-355,10/23/07,2007,wet,f,6-12 months,juvenile,40,0,0,0,0,managed,149,1,36.56766667,-121.7526139
MO-104,6/4/06,2006,wet,m,> 12 months,adult,80,0,0,0,0,managed,151,2,36.70198611,-121.6521889
MO-105,6/4/06,2006,wet,m,> 12 months,adult,320,1,1,1,0,managed,151,2,36.70198611,-121.6521889
MO-300,6/11/07,2007,dry,f,> 12 months,adult,<40,0,0,0,0,managed,152,5,36.68511667,-121.5966361
MO-301,6/11/07,2007,dry,f,> 12 months,adult,<40,0,0,0,0,managed,152,5,36.68511667,-121.5966361
MO-302,6/11/07,2007,dry,m,> 12 months,adult,<40,0,0,1,0,managed,152,5,36.68511667,-121.5966361
MO-303,6/18/07,2007,dry,m,> 12 months,adult,<40,0,0,0,0,managed,152,5,36.68511667,-121.5966361
MO-304,6/18/07,2007,dry,m,> 12 months,adult,<40,0,0,1,0,managed,152,5,36.68511667,-121.5966361
MO-539,8/19/08,2008,dry,m,< 6 months,juvenile,<40,0,0,0,0,managed,153,2,36.68038611,-121.6690139
MO-540,8/19/08,2008,dry,f,< 6 months,juvenile,<40,0,0,0,0,managed,153,2,36.68038611,-121.6690139
MO-561,9/16/08,2008,dry,f,< 6 months,juvenile,<40,0,0,0,0,managed,154,3,36.89183889,-121.5766861
MO-562,9/16/08,2008,dry,m,< 6 months,juvenile,<40,0,0,0,0,managed,154,3,36.89183889,-121.5766861
MO-563,9/16/08,2008,dry,m,6-12 months,juvenile,<40,0,0,0,0,managed,154,3,36.89183889,-121.5766861
MO-079,5/9/06,2006,wet,f,> 12 months,adult,40,0,0,0,0,managed,155,2,36.64276111,-121.8168917
MO-452,4/20/08,2008,wet,m,> 12 months,adult,<40,0,0,0,0,managed,155,2,36.64276111,-121.8168917
MO-102,5/20/06,2006,dry,f,> 12 months,adult,40,0,0,0,0,managed,156,1,NA,NA
MO-200,8/22/06,2006,dry,f,> 12 months,adult,<40,0,0,0,0,managed,158,1,36.60361667,-121.8453472
MO-430,3/30/08,2008,wet,m,6-12 months,juvenile,<40,0,0,0,0,managed,159,7,36.60140833,-121.8294972
MO-431,3/30/08,2008,wet,f,> 12 months,adult,<40,0,0,0,0,managed,159,7,36.60140833,-121.8294972
MO-432,3/30/08,2008,wet,f,> 12 months,adult,<40,0,0,0,0,managed,159,7,36.60140833,-121.8294972
MO-434,3/31/08,2008,wet,f,> 12 months,adult,<40,0,0,0,0,managed,159,7,36.60140833,-121.8294972
MO-435,3/31/08,2008,wet,f,6-12 months,juvenile,<40,0,0,0,0,managed,159,7,36.60140833,-121.8294972
MO-436,4/1/08,2008,wet,m,> 12 months,adult,40,0,0,0,0,managed,159,7,36.60140833,-121.8294972
MO-437,4/1/08,2008,wet,f,6-12 months,juvenile,<40,0,0,0,0,managed,159,7,36.60140833,-121.8294972
MO-439,4/13/08,2008,wet,m,> 12 months,adult,"20,480",1,1,1,0,managed,160,7,36.60935556,-121.8457806
MO-485,6/1/08,2008,dry,m,> 12 months,adult,<40,0,0,0,0,managed,160,7,36.60935556,-121.8457806
MO-486,6/2/08,2008,dry,m,> 12 months,adult,<40,0,0,0,0,managed,160,7,36.60935556,-121.8457806
MO-487,6/2/08,2008,dry,f,> 12 months,adult,<40,0,0,0,0,managed,160,7,36.60935556,-121.8457806
MO-489,6/2/08,2008,dry,f,> 12 months,adult,<40,0,0,0,0,managed,160,7,36.60935556,-121.8457806
MO-511,7/14/08,2008,dry,m,> 12 months,adult,<40,0,0,0,0,managed,160,7,36.60935556,-121.8457806
MO-512,7/14/08,2008,dry,m,> 12 months,adult,<40,0,0,0,0,managed,160,7,36.60935556,-121.8457806
MO-500,6/26/08,2008,dry,m,> 12 months,adult,<40,0,0,0,0,managed,161,1,36.60884444,-121.83535
MO-488,6/2/08,2008,dry,m,> 12 months,adult,<40,0,0,0,0,managed,162,3,36.60923611,-121.8378833
MO-491,6/3/08,2008,dry,m,> 12 months,adult,40,0,0,1,0,managed,162,3,36.60923611,-121.8378833
MO-547,9/10/08,2008,dry,m,> 12 months,adult,<40,0,0,1,0,managed,162,3,36.60923611,-121.8378833
MO-462,4/28/08,2008,dry,m,> 12 months,adult,<40,0,0,1,0,managed,163,1,36.600975,-121.8522444
MO-203,8/23/06,2006,dry,m,> 12 months,adult,80,0,0,0,0,managed,164,12,36.60078333,-121.8466778
MO-204,8/23/06,2006,dry,f,< 6 months,juvenile,<40,0,0,0,0,managed,164,12,36.60078333,-121.8466778
MO-205,8/27/06,2006,dry,f,< 6 months,juvenile,<40,0,0,0,0,managed,164,12,36.60078333,-121.8466778
MO-206,8/29/06,2006,dry,m,> 12 months,adult,80,0,0,1,0,managed,164,12,36.60078333,-121.8466778
MO-207,8/29/06,2006,dry,m,> 12 months,adult,40,0,0,1,0,managed,164,12,36.60078333,-121.8466778
MO-208,8/30/06,2006,dry,m,< 6 months,juvenile,<40,0,0,0,0,managed,164,12,36.60078333,-121.8466778
MO-219,9/18/06,2006,dry,f,< 6 months,juvenile,<40,0,0,0,0,managed,164,12,36.60078333,-121.8466778
MO-220,9/19/06,2006,dry,f,< 6 months,juvenile,<40,0,0,0,0,managed,164,12,36.60078333,-121.8466778
MO-221,9/19/06,2006,dry,m,< 6 months,juvenile,<40,0,0,0,0,managed,164,12,36.60078333,-121.8466778
MO-222,9/20/06,2006,dry,m,< 6 months,juvenile,<40,0,0,1,0,managed,164,12,36.60078333,-121.8466778
MO-223,9/20/06,2006,dry,m,< 6 months,juvenile,<40,0,0,0,0,managed,164,12,36.60078333,-121.8466778
MO-224,9/25/06,2006,dry,f,> 12 months,adult,<40,0,0,0,0,managed,164,12,36.60078333,-121.8466778
MO-506,7/13/08,2008,dry,f,> 12 months,adult,40,0,0,0,0,managed,165,1,36.61093056,-121.8424
MO-565,9/17/08,2008,dry,m,< 6 months,juvenile,<40,0,0,0,0,managed,166,2,36.62154722,-121.817725
MO-566,9/17/08,2008,dry,f,> 12 months,adult,<40,0,0,0,0,managed,166,2,36.62154722,-121.817725
MO-334,10/2/07,2007,wet,f,> 12 months,adult,<40,0,0,0,0,managed,167,25,36.60942778,-121.8530778
MO-336,10/7/07,2007,wet,f,> 12 months,adult,<40,0,0,0,0,managed,167,25,36.60942778,-121.8530778
MO-337,10/8/07,2007,wet,f,6-12 months,juvenile,<40,0,0,0,0,managed,167,25,36.60942778,-121.8530778
MO-338,10/8/07,2007,wet,f,6-12 months,juvenile,<40,0,0,0,0,managed,167,25,36.60942778,-121.8530778
MO-339,10/9/07,2007,wet,f,> 12 months,adult,<40,0,0,0,0,managed,167,25,36.60942778,-121.8530778
MO-343,10/15/07,2007,wet,f,6-12 months,juvenile,<40,0,0,1,0,managed,167,25,36.60942778,-121.8530778
MO-344,10/15/07,2007,wet,m,> 12 months,adult,40,0,0,0,0,managed,167,25,36.60942778,-121.8530778
MO-345,10/16/07,2007,wet,m,> 12 months,adult,<40,0,0,0,0,managed,167,25,36.60942778,-121.8530778
MO-352,10/22/07,2007,wet,f,> 12 months,adult,<40,0,0,0,0,managed,167,25,36.60942778,-121.8530778
MO-354,10/23/07,2007,wet,m,6-12 months,juvenile,<40,0,0,0,0,managed,167,25,36.60942778,-121.8530778
MO-357,11/5/07,2007,wet,f,> 12 months,adult,<40,0,0,0,0,managed,167,25,36.60942778,-121.8530778
MO-358,11/5/07,2007,wet,m,> 12 months,adult,<40,0,0,0,0,managed,167,25,36.60942778,-121.8530778
MO-363,11/13/07,2007,wet,f,> 12 months,adult,<40,0,0,0,0,managed,167,25,36.60942778,-121.8530778
MO-365,11/18/07,2007,wet,f,> 12 months,adult,<40,0,0,0,0,managed,167,25,36.60942778,-121.8530778
MO-375,12/4/07,2007,wet,f,> 12 months,adult,<40,0,0,0,0,managed,167,25,36.60942778,-121.8530778
MO-376,12/4/07,2007,wet,f,6-12 months,juvenile,<40,0,0,0,0,managed,167,25,36.60942778,-121.8530778
MO-377,12/4/07,2007,wet,m,6-12 months,juvenile,<40,0,0,0,0,managed,167,25,36.60942778,-121.8530778
MO-378,12/4/07,2007,wet,m,6-12 months,juvenile,<40,0,0,0,0,managed,167,25,36.60942778,-121.8530778
MO-379,12/4/07,2007,wet,m,> 12 months,adult,<40,0,0,0,0,managed,167,25,36.60942778,-121.8530778
MO-387,1/21/08,2008,wet,NA,> 12 months,adult,<40,0,0,0,0,managed,167,25,36.60942778,-121.8530778
MO-388,1/21/08,2008,wet,m,> 12 months,adult,<40,0,0,0,0,managed,167,25,36.60942778,-121.8530778
MO-402,2/11/08,2008,wet,f,NA,NA,<40,0,0,0,0,managed,167,25,36.60942778,-121.8530778
MO-411,3/2/08,2008,wet,f,> 12 months,adult,40,0,0,0,0,managed,167,25,36.60942778,-121.8530778
MO-412,3/2/08,2008,wet,m,> 12 months,adult,"10,240",1,1,1,0,managed,167,25,36.60942778,-121.8530778
MO-494,6/8/08,2008,dry,f,> 12 months,adult,<40,0,0,0,0,managed,167,25,36.60942778,-121.8530778
MO-160,7/12/06,2006,dry,m,> 12 months,adult,40,0,0,0,0,managed,168,4,36.61016944,-121.8518972
MO-161,7/12/06,2006,dry,f,> 12 months,adult,80,0,0,0,0,managed,168,4,36.61016944,-121.8518972
MO-174,7/25/06,2006,dry,f,> 12 months,adult,<40,0,0,0,0,managed,168,4,36.61016944,-121.8518972
MO-213,9/5/06,2006,dry,f,> 12 months,adult,<40,0,0,0,0,managed,168,4,36.61016944,-121.8518972
MO-574,10/5/08,2008,wet,f,> 12 months,adult,<40,0,0,0,0,managed,169,5,36.614625,-121.8336556
MO-575,10/5/08,2008,wet,f,> 12 months,adult,<40,0,0,0,0,managed,169,5,36.614625,-121.8336556
MO-576,10/5/08,2008,wet,m,> 12 months,adult,<40,0,0,0,0,managed,169,5,36.614625,-121.8336556
Mo-577,10/5/08,2008,wet,m,> 12 months,adult,<40,0,0,1,0,managed,169,5,36.614625,-121.8336556
MO-578,10/5/08,2008,wet,f,6-12 months,juvenile,<40,0,0,0,0,managed,169,5,36.614625,-121.8336556
MO-335,10/7/07,2007,dry,f,> 12 months,adult,<40,0,0,0,0,managed,170,1,36.69753333,-121.6401278
MO-392,2/5/08,2008,wet,m,> 12 months,adult,40,0,0,1,0,managed,171,3,36.60417778,-121.8535278
MO-393,2/5/08,2008,wet,f,> 12 months,adult,<40,0,0,0,0,managed,171,3,36.60417778,-121.8535278
MO-514,7/16/08,2008,dry,m,> 12 months,adult,<40,0,0,0,0,managed,171,3,36.60417778,-121.8535278
MO-228,10/3/06,2006,dry,f,< 6 months,juvenile,<40,0,0,0,0,managed,172,3,36.61161389,-121.8238
MO-229,10/3/06,2006,dry,m,< 6 months,juvenile,<40,0,0,0,0,managed,172,3,36.61161389,-121.8238
MO-230,10/10/06,2006,dry,f,> 12 months,adult,<40,0,0,0,0,managed,172,3,36.61161389,-121.8238
MO-324,8/27/07,2007,dry,m,< 6 months,juvenile,NA,NA,NA,NA,NA,managed,173,1,36.62202778,-121.8362111
MO-368,11/18/07,2007,wet,f,6-12 months,juvenile,<40,0,0,0,0,managed,174,2,36.62444722,-121.8280472
MO-369,11/18/07,2007,wet,m,> 12 months,adult,1280,1,1,1,0,managed,174,2,36.62444722,-121.8280472
MO-490,6/2/08,2008,dry,f,6-12 months,juvenile,<40,0,0,0,0,managed,175,1,36.60603333,-121.8404389
MO-515,7/16/08,2008,dry,f,> 12 months,adult,<40,0,0,0,0,managed,176,3,36.61456389,-121.8313472
MO-516,7/16/08,2008,dry,f,> 12 months,adult,40,0,0,0,0,managed,176,3,36.61456389,-121.8313472
MO-564,9/16/08,2008,dry,m,> 12 months,adult,<40,0,0,0,0,managed,176,3,36.61456389,-121.8313472
MO-521,7/23/08,2008,dry,m,> 12 months,adult,80,0,0,0,0,managed,177,5,36.61483056,-121.8319722
MO-523,8/3/08,2008,dry,m,> 12 months,adult,<40,0,0,0,0,managed,177,5,36.61483056,-121.8319722
MO-527,8/6/08,2008,dry,m,> 12 months,adult,<40,0,0,0,0,managed,177,5,36.61483056,-121.8319722
MO-528,8/6/08,2008,dry,m,> 12 months,adult,<40,0,0,0,0,managed,177,5,36.61483056,-121.8319722
MO-535,8/13/08,2008,dry,f,> 12 months,adult,<40,0,0,0,0,managed,177,5,36.61483056,-121.8319722
MO-350,10/21/07,2007,wet,m,> 12 months,adult,40,0,0,0,0,managed,179,2,36.60476944,-121.8420944
MO-372,11/25/07,2007,wet,f,> 12 months,adult,<40,0,0,0,0,managed,179,2,36.60476944,-121.8420944
MO-504,7/13/08,2008,dry,f,> 12 months,adult,40,0,0,0,0,managed,181,2,36.86784722,-121.71065
MO-536,8/13/08,2008,dry,m,< 6 months,juvenile,<40,0,0,0,0,managed,181,2,36.86784722,-121.71065
MO-169,7/22/06,2006,dry,f,> 12 months,adult,80,0,0,0,0,managed,182,1,36.87550556,-121.73535
MO-131,6/21/06,2006,dry,f,> 12 months,adult,320,1,1,0,0,managed,183,1,36.51653611,-121.9332833
07-0489,5/22/07,2007,dry,m,> 12 months,adult,<40,0,0,0,0,managed,184,1,36.82114167,-121.7851083
07-0859,10/1/07,2007,dry,f,> 12 months,adult,1280,1,1,0,0,managed,185,1,36.98824167,-121.8072361
07-0860,10/2/07,2007,dry,f,> 12 months,adult,<40,0,0,NA,NA,managed,186,2,37.12885556,-122.1163139
07-0861,10/1/07,2007,dry,f,> 12 months,adult,<40,0,0,0,1,managed,186,2,37.12885556,-122.1163139
07-0862,10/3/07,2007,dry,f,> 12 months,adult,10240,1,1,0,0,managed,187,1,36.98358889,-121.994875
07-0900,10/10/07,2007,dry,m,> 12 months,adult,<40,0,0,0,0,managed,188,2,37.10316111,-122.0856333
07-0901,10/10/07,2007,dry,f,> 12 months,adult,10240,1,1,0,0,managed,188,2,37.10316111,-122.0856333
07-0902,10/10/07,2007,dry,m,6-12 months,juvenile,320,1,1,0,0,managed,189,1,37.05088333,-122.0161083
07-0903,10/10/07,2007,dry,f,> 12 months,adult,<40,0,0,0,0,managed,190,1,36.96520556,-122.0164778
08-1014,5/5/08,2008,dry,m,> 12 months,adult,<40,0,0,0,0,managed,192,1,36.75835278,-121.5824694
08-0057,1/23/08,2008,wet,m,6-12 months,juvenile,40960,1,1,0,0,managed,193,3,36.93133333,-121.781125
08-0058,1/23/08,2008,wet,f,> 12 months,adult,<40,0,0,0,1,managed,193,3,36.93133333,-121.781125
08-0303,3/4/08,2008,wet,f,> 12 months,adult,<40,0,0,0,0,managed,193,3,36.93133333,-121.781125
08-1016,5/17/08,2008,dry,m,> 12 months,adult,80,0,0,0,0,managed,194,4,36.13022778,-121.0215167
08-1023,5/15/08,2008,dry,f,6-12 months,juvenile,<40,0,0,0,0,managed,194,4,36.13022778,-121.0215167
08-1024,5/15/08,2008,dry,NA,NA,NA,<40,0,0,0,0,managed,194,4,36.13022778,-121.0215167
08-1025,5/17/08,2008,dry,m,> 12 months,adult,<40,0,0,0,0,managed,194,4,36.13022778,-121.0215167
08-1082,6/4/08,2008,dry,f,> 12 months,adult,5120,1,1,0,0,managed,195,2,36.854275,-121.6895861
08-1084,6/4/08,2008,dry,f,> 12 months,adult,20240,1,1,0,0,managed,195,2,36.854275,-121.6895861
07-1033,12/13/07,2007,wet,f,6-12 months,juvenile,<40,0,0,0,1,managed,197,1,36.89286667,-121.8259
08-0059,1/23/08,2008,wet,m,> 12 months,adult,<40,0,0,0,0,managed,199,1,36.9403,-121.7979444
08-0605,4/1/08,2008,wet,f,> 12 months,adult,80,0,0,0,0,managed,200,1,36.18862222,-121.1452389
08-0139,2/15/08,2008,wet,m,6-12 months,juvenile,<40,0,0,0,0,managed,201,5,36.92971389,-121.7341
08-0140,2/15/08,2008,wet,f,> 12 months,adult,<40,0,0,0,0,managed,201,5,36.92971389,-121.7341
08-0143,2/19/08,2008,wet,m,6-12 months,juvenile,<40,0,0,0,0,managed,201,5,36.92971389,-121.7341
08-0246,2/21/08,2008,wet,m,> 12 months,adult,>1280,1,1,0,0,managed,201,5,36.92971389,-121.7341
08-0296,3/4/08,2008,wet,m,> 12 months,adult,<40,0,0,0,0,managed,201,5,36.92971389,-121.7341
08-0664,4/29/08,2008,dry,m,> 12 months,adult,<40,0,0,0,0,managed,202,1,36.66943333,-121.6777667
08-0289,2/26/08,2008,wet,f,> 12 months,adult,<40,0,0,0,0,managed,203,1,36.88558056,-121.64235
08-1004,5/10/08,2008,dry,m,> 12 months,adult,<40,0,0,0,0,managed,204,3,36.70550556,-121.6629028
08-1005,5/13/08,2008,dry,f,> 12 months,adult,<40,0,0,0,1,managed,204,3,36.70550556,-121.6629028
08-1026,5/17/08,2008,dry,m,> 12 months,adult,<40,0,0,0,0,managed,204,3,36.70550556,-121.6629028
08-0129,2/9/08,2008,wet,m,> 12 months,adult,1280,1,1,1,0,managed,205,1,NA,NA
08-0665,4/29/08,2008,dry,m,> 12 months,adult,1280,1,1,0,0,managed,206,2,36.57678056,-121.4940917
08-1105,6/9/08,2008,dry,m,> 12 months,adult,2560,1,1,1,1,managed,206,2,36.57678056,-121.4940917
08-1249,6/25/08,2008,dry,m,< 6 months,juvenile,<40,0,0,0,0,managed,207,1,36.75735556,-121.7397111
08-1134,6/28/08,2008,dry,f,> 12 months,adult,<40,0,0,0,0,managed,208,4,36.58936111,-121.6054278
08-1313,7/12/08,2008,dry,f,> 12 months,adult,<40,0,0,0,0,managed,208,4,36.58936111,-121.6054278
08-1314,7/12/08,2008,dry,f,< 6 months,juvenile,<40,0,0,0,1,managed,208,4,36.58936111,-121.6054278
09-0300,7/13/08,2008,dry,f,> 12 months,adult,<40,0,0,0,1,managed,208,4,36.58936111,-121.6054278
08-0715,5/9/08,2008,dry,m,> 12 months,adult,640,1,1,1,0,managed,210,1,36.69160833,-121.6135722
08-0113,2/8/08,2008,wet,m,6-12 months,juvenile,<40,0,0,0,0,managed,212,1,36.91504167,-121.754
08-0304,2/27/08,2008,wet,m,> 12 months,adult,<40,0,0,0,0,managed,213,2,36.73513333,-121.6578778
09-0279,5/20/08,2008,dry,m,> 12 months,adult,<40,0,0,0,0,managed,213,2,36.73513333,-121.6578778
08-1003,5/10/08,2008,dry,m,> 12 months,adult,<40,0,0,0,0,managed,215,1,36.67733333,-121.6233417
08-1027,5/17/08,2008,dry,m,> 12 months,adult,<40,0,0,0,0,managed,216,1,36.66173333,-121.6427583
07-1038,12/17/07,2007,wet,m,6-12 months,juvenile,<40,0,0,0,0,managed,217,1,36.96265,-121.8246056
08-0451,3/13/08,2008,wet,f,> 12 months,adult,<40,0,0,0,0,managed,219,2,36.51748889,-121.358675
08-0590,3/13/08,2008,wet,f,> 12 months,adult,<40,0,0,0,0,managed,219,2,36.51748889,-121.358675
08-0298,2/26/08,2008,wet,m,> 12 months,adult,<40,0,0,0,0,managed,220,5,36.61784722,-121.5584139
08-0335,3/12/08,2008,wet,f,> 12 months,adult,40,0,0,0,0,managed,220,5,36.61784722,-121.5584139
08-0463,3/13/08,2008,wet,f,> 12 months,adult,<40,0,0,0,1,managed,220,5,36.61784722,-121.5584139
08-1013,5/6/08,2008,dry,f,6-12 months,juvenile,80,0,0,0,0,managed,220,5,36.61784722,-121.5584139
08-1015,5/16/08,2008,dry,m,> 12 months,adult,2560,1,1,0,1,managed,220,5,36.61784722,-121.5584139
08-1002,5/10/08,2008,dry,m,> 12 months,adult,<40,0,0,0,0,managed,221,1,36.69479167,-121.6600028
08-0699,5/5/08,2008,dry,f,> 12 months,adult,20480,1,1,0,1,managed,222,1,36.74956944,-121.6570528
08-1250,6/25/08,2008,dry,f,< 6 months,juvenile,<40,0,0,0,1,managed,223,3,36.88362778,-121.7255
08-1251,6/25/08,2008,dry,f,< 6 months,juvenile,<40,0,0,0,0,managed,223,3,36.88362778,-121.7255
08-1252,6/25/08,2008,dry,m,< 6 months,juvenile,<40,0,0,0,0,managed,223,3,36.88362778,-121.7255
09-0278,5/25/08,2008,dry,m,> 12 months,adult,5120,1,1,0,0,managed,224,1,36.85566667,-121.6791806
08-0461,3/14/08,2008,wet,m,> 12 months,adult,40,0,0,0,0,managed,225,4,36.84092778,-121.6779
08-0622,4/15/08,2008,wet,m,> 12 months,adult,<40,0,0,0,0,managed,225,4,36.84092778,-121.6779
08-0626,4/16/08,2008,wet,f,> 12 months,adult,5120,1,1,0,0,managed,225,4,36.84092778,-121.6779
08-0662,4/25/08,2008,dry,m,> 12 months,adult,40,0,0,0,0,managed,225,4,36.84092778,-121.6779
08-0621,4/14/08,2008,wet,m,> 12 months,adult,<40,0,0,0,0,managed,226,1,36.88958889,-121.6456583
08-0144,2/19/08,2008,wet,f,> 12 months,adult,<40,0,0,1,0,managed,227,3,36.96424444,-121.7623528
08-0290,2/26/08,2008,wet,f,> 12 months,adult,<40,0,0,0,0,managed,227,3,36.96424444,-121.7623528
08-0294,2/28/08,2008,wet,f,6-12 months,juvenile,40,0,0,0,0,managed,227,3,36.96424444,-121.7623528
08-1100,6/9/08,2008,dry,m,> 12 months,adult,320,1,1,1,0,managed,228,1,36.57000833,-121.7294778
08-0112,2/8/08,2008,wet,f,> 12 months,adult,<40,0,0,0,0,managed,230,3,36.92125278,-121.7759083
08-0114,2/8/08,2008,wet,f,> 12 months,adult,<40,0,0,0,0,managed,230,3,36.92125278,-121.7759083
08-0247,2/21/08,2008,wet,f,> 12 months,adult,<40,0,0,0,0,managed,230,3,36.92125278,-121.7759083
08-0322,3/10/08,2008,wet,f,6-12 months,juvenile,40960,1,1,0,0,managed,231,2,36.86235556,-121.7347972
08-0462,3/11/08,2008,wet,m,6-12 months,juvenile,20480,1,1,0,0,managed,231,2,36.86235556,-121.7347972
08-1121,6/23/08,2008,dry,m,> 12 months,adult,320,1,1,1,1,managed,232,1,36.57674722,-121.7199028
08-0264,2/21/08,2008,wet,f,> 12 months,adult,40,0,0,0,0,managed,233,1,36.96528611,-121.7928222
08-1103,6/4/08,2008,dry,f,> 12 months,adult,<40,0,0,0,0,managed,234,1,36.17576111,-121.15325
08-0331,3/8/08,2008,wet,m,> 12 months,adult,1280,1,1,1,0,managed,235,2,36.74578889,-121.6300861
08-0628,4/21/08,2008,wet,m,> 12 months,adult,320,1,1,0,0,managed,235,2,36.74578889,-121.6300861
08-0291,2/11/08,2008,wet,f,> 12 months,adult,<40,0,0,0,0,managed,236,4,36.6095,-121.5488444
08-0293,2/14/08,2008,wet,m,> 12 months,adult,<40,0,0,0,0,managed,236,4,36.6095,-121.5488444
08-0299,2/21/08,2008,wet,f,> 12 months,adult,<40,0,0,0,0,managed,236,4,36.6095,-121.5488444
08-0300,2/21/08,2008,wet,m,> 12 months,adult,40,0,0,0,0,managed,236,4,36.6095,-121.5488444
07-1035,12/17/07,2007,wet,m,> 12 months,adult,<40,0,0,1,0,managed,237,1,36.91638611,-121.7843778
08-0138,2/11/08,2008,wet,f,6-12 months,juvenile,<40,0,0,0,0,managed,238,1,36.87715556,-121.6460361
08-1104,6/5/08,2008,dry,m,> 12 months,adult,10240,1,1,0,0,managed,239,1,36.79715,-121.6401917
08-1118,6/21/08,2008,dry,f,> 12 months,adult,10240,1,1,0,0,managed,240,1,36.77028333,-121.6665694
09-0293,5/16/08,2008,dry,m,< 6 months,juvenile,<40,0,0,0,1,managed,241,1,36.68731111,-121.6599333
08-1116,6/14/08,2008,dry,m,> 12 months,adult,<40,0,0,0,0,managed,242,1,36.18554167,-121.146475
08-1117,6/6/08,2008,dry,m,> 12 months,adult,40,0,0,1,0,managed,243,1,36.73187222,-121.6464611
08-0591,3/18/08,2008,wet,m,> 12 months,adult,5120,1,1,1,1,managed,244,1,36.65687778,-121.65105
09-0291,5/1/08,2008,dry,f,> 12 months,adult,<40,0,0,0,0,managed,245,1,36.66688889,-121.6741583
08-1042,5/25/08,2008,dry,f,> 12 months,adult,<40,0,0,0,0,managed,246,1,36.80394444,-121.7271278
08-0024,1/9/08,2008,wet,f,< 6 months,juvenile,<40,0,0,0,0,managed,247,1,36.90182778,-121.8241528
08-1120,6/17/08,2008,dry,f,> 12 months,adult,<40,0,0,0,0,managed,248,1,36.6741,-121.605775
08-1108,6/15/08,2008,dry,f,< 6 months,juvenile,40,0,0,0,0,managed,249,1,36.543625,-121.9132528
08-0045,1/17/08,2008,wet,f,> 12 months,adult,<40,0,0,0,0,managed,250,3,36.91276667,-121.8130167
08-0046,1/17/08,2008,wet,m,< 6 months,juvenile,<40,0,0,0,1,managed,250,3,36.91276667,-121.8130167
08-0048,1/17/08,2008,wet,m,< 6 months,juvenile,<40,0,0,0,1,managed,250,3,36.91276667,-121.8130167
08-1133,6/30/08,2008,dry,f,> 12 months,adult,<40,0,0,0,0,managed,251,1,36.59479722,-121.705775
08-0627,4/17/08,2008,wet,m,> 12 months,adult,1280,1,1,1,0,managed,252,1,36.530425,-121.8570056
08-1012,5/6/08,2008,dry,f,> 12 months,adult,1280,1,1,0,0,managed,253,1,36.99900833,-121.8011417
08-0131,2/10/08,2008,wet,m,> 12 months,adult,<40,0,0,0,0,managed,254,6,36.80148889,-121.640925
08-0663,4/25/08,2008,dry,f,> 12 months,adult,<40,0,0,0,0,managed,254,6,36.80148889,-121.640925
08-1001,5/9/08,2008,dry,m,> 12 months,adult,160,0,1,0,0,managed,254,6,36.80148889,-121.640925
08-1022,5/17/08,2008,dry,f,> 12 months,adult,<40,0,0,1,0,managed,254,6,36.80148889,-121.640925
08-1099,6/4/08,2008,dry,m,> 12 months,adult,<40,0,0,1,0,managed,254,6,36.80148889,-121.640925
09-0277,6/1/08,2008,dry,m,> 12 months,adult,640,0,0,0,0,managed,254,6,36.80148889,-121.640925
08-0130,2/10/08,2008,wet,f,6-12 months,juvenile,<40,0,0,0,0,managed,255,1,36.74700556,-121.6621389
08-0023,1/8/08,2008,wet,m,> 12 months,adult,<40,0,0,1,0,managed,256,1,36.92664167,-121.753725
08-0592,3/21/08,2008,wet,m,> 12 months,adult,5120,1,1,0,0,managed,257,3,36.79354722,-121.6264833
08-0608,4/10/08,2008,wet,m,> 12 months,adult,20480,1,1,0,1,managed,257,3,36.79354722,-121.6264833
08-0610,4/10/08,2008,wet,m,> 12 months,adult,<40,0,0,0,0,managed,257,3,36.79354722,-121.6264833
07-1034,12/13/07,2007,wet,f,> 12 months,adult,<40,0,0,0,0,managed,260,1,36.98499444,-121.7285139
07-1036,12/17/07,2007,wet,f,> 12 months,adult,<40,0,0,0,0,managed,261,1,36.91671667,-121.83285
08-0702,4/27/08,2008,dry,m,> 12 months,adult,40960,1,1,0,0,managed,263,2,36.76277222,-121.7487333
08-1043,5/20/08,2008,dry,m,> 12 months,adult,5120,1,1,0,0,managed,263,2,36.76277222,-121.7487333
08-0297,2/25/08,2008,wet,m,> 12 months,adult,40,0,0,1,0,managed,265,2,36.32546389,-121.2579639
08-0305,2/29/08,2008,wet,m,> 12 months,adult,<40,0,0,0,0,managed,265,2,36.32546389,-121.2579639
06-0265,4/14/06,2006,wet,f,> 12 months,adult,160,0,1,0,0,dep,267,2,36.8129,-121.7813
06-0267,4/15/06,2006,wet,f,> 12 months,adult,2560,1,1,0,1,dep,267,2,36.8129,-121.7813
06-0277,4/19/06,2006,wet,f,> 12 months,adult,NA,NA,NA,0,0,dep,268,1,36.84397778,-121.804925
06-0330,4/26/06,2006,wet,f,> 12 months,adult,<40,0,0,0,0,dep,269,1,36.70321944,-121.8072972
